uuid_inventario,occurrence_type,target_name,next_state_prediction
INV-002507,Monitoração de Terraplenos e Estruturas de Contenção,Target_2507,critical
INV-002508,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2508,critical
INV-002509,Monitoração de Drenagem Profunda,Target_2509,critical
INV-002510,Monitoração de OAE,Target_2510,improving
INV-002511,Monitoração de Drenagem Profunda,Target_2511,degrading
INV-002512,Monitoração de OAE,Target_2512,stable
INV-002513,Monitoração de Terraplenos e Estruturas de Contenção,Target_2513,improving
INV-002514,Monitoração de Sinalização Vertical,Target_2514,stable
INV-002515,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2515,degrading
INV-002516,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2516,critical
INV-002517,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2517,stable
INV-002518,Monitoração de Sinalização Horizontal - Zebrados,Target_2518,critical
INV-002519,Monitoração de Drenagem Profunda,Target_2519,critical
INV-002520,Monitoração de Sinalização Horizontal - Zebrados,Target_2520,stable
INV-002521,Monitoração de OAE,Target_2521,stable
INV-002522,Monitoração de Sinalização Vertical,Target_2522,degrading
INV-002523,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2523,stable
INV-002524,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2524,degrading
INV-002525,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2525,degrading
INV-002526,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2526,stable
INV-002527,Monitoração de Terraplenos e Estruturas de Contenção,Target_2527,critical
INV-002528,Monitoração de Drenagem Profunda,Target_2528,improving
INV-002529,Monitoração de Sinalização Horizontal - Zebrados,Target_2529,stable
INV-002530,Monitoração de OAE,Target_2530,stable
INV-002531,Monitoração de Sinalização Horizontal - Zebrados,Target_2531,degrading
INV-002532,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2532,degrading
INV-002533,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2533,degrading
INV-002534,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2534,stable
INV-002535,Monitoração de Sinalização Vertical,Target_2535,improving
INV-002536,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2536,stable
INV-002537,Monitoração de OAE,Target_2537,stable
INV-002538,Monitoração de Drenagem Profunda,Target_2538,stable
INV-002539,Monitoração de Drenagem Profunda,Target_2539,improving
INV-002540,Monitoração de Sinalização Vertical,Target_2540,improving
INV-002541,Monitoração de OAE,Target_2541,degrading
INV-002542,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2542,critical
INV-002543,Monitoração de Sinalização Horizontal - Zebrados,Target_2543,stable
INV-002544,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2544,degrading
INV-002545,Monitoração de Sinalização Horizontal - Zebrados,Target_2545,improving
INV-002546,Monitoração de Drenagem Profunda,Target_2546,stable
INV-002547,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2547,improving
INV-002548,Monitoração de Terraplenos e Estruturas de Contenção,Target_2548,critical
INV-002549,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2549,degrading
INV-002550,Monitoração de Sinalização Vertical,Target_2550,critical
INV-002551,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2551,improving
INV-002552,Monitoração de OAE,Target_2552,improving
INV-002553,Monitoração de Sinalização Horizontal - Zebrados,Target_2553,degrading
INV-002554,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2554,stable
INV-002555,Monitoração de Sinalização Vertical,Target_2555,stable
INV-002556,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2556,degrading
INV-002557,Monitoração de OAE,Target_2557,stable
INV-002558,Monitoração de Drenagem Profunda,Target_2558,degrading
INV-002559,Monitoração de OAE,Target_2559,degrading
INV-002560,Monitoração de Terraplenos e Estruturas de Contenção,Target_2560,improving
INV-002561,Monitoração de Drenagem Profunda,Target_2561,degrading
INV-002562,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2562,degrading
INV-002563,Monitoração de OAE,Target_2563,degrading
INV-002564,Monitoração de Sinalização Vertical,Target_2564,improving
INV-002565,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2565,improving
INV-002566,Monitoração de Drenagem Profunda,Target_2566,degrading
INV-002567,Monitoração de Terraplenos e Estruturas de Contenção,Target_2567,critical
INV-002568,Monitoração de Sinalização Vertical,Target_2568,stable
INV-002569,Monitoração de Terraplenos e Estruturas de Contenção,Target_2569,improving
INV-002570,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2570,improving
INV-002571,Monitoração de Sinalização Vertical,Target_2571,critical
INV-002572,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2572,degrading
INV-002573,Monitoração de Sinalização Vertical,Target_2573,critical
INV-002574,Monitoração de Drenagem Profunda,Target_2574,critical
INV-002575,Monitoração de Sinalização Horizontal - Zebrados,Target_2575,stable
INV-002576,Monitoração de Sinalização Horizontal - Zebrados,Target_2576,improving
INV-002577,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2577,critical
INV-002578,,Target_2578,degrading
INV-002579,Monitoração de Terraplenos e Estruturas de Contenção,Target_2579,degrading
INV-002580,Monitoração de OAE,Target_2580,stable
INV-002581,Monitoração de Sinalização Vertical,Target_2581,improving
INV-002582,Monitoração de Sinalização Vertical,Target_2582,degrading
INV-002583,Monitoração de Sinalização Vertical,Target_2583,improving
INV-002584,Monitoração de Sinalização Vertical,Target_2584,degrading
INV-002585,Monitoração de OAE,Target_2585,critical
INV-002586,Monitoração de Terraplenos e Estruturas de Contenção,Target_2586,degrading
INV-002587,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2587,improving
INV-002588,Monitoração de Sinalização Horizontal - Zebrados,Target_2588,critical
INV-002589,Monitoração de OAE,Target_2589,critical
INV-002590,Monitoração de Drenagem Profunda,Target_2590,stable
INV-002591,Monitoração de OAE,Target_2591,degrading
INV-002592,Monitoração de Terraplenos e Estruturas de Contenção,Target_2592,stable
INV-002593,Monitoração de OAE,Target_2593,improving
INV-002594,Monitoração de OAE,Target_2594,stable
INV-002595,Monitoração de Terraplenos e Estruturas de Contenção,Target_2595,stable
INV-002596,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2596,critical
INV-002597,Monitoração de Drenagem Profunda,Target_2597,stable
INV-002598,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2598,improving
INV-002599,Monitoração de Sinalização Horizontal - Zebrados,Target_2599,stable
INV-002600,Monitoração de Sinalização Horizontal - Zebrados,Target_2600,improving
INV-002601,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2601,improving
INV-002602,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2602,improving
INV-002603,Monitoração de Terraplenos e Estruturas de Contenção,Target_2603,degrading
INV-002604,Monitoração de Sinalização Horizontal - Zebrados,Target_2604,degrading
INV-002605,Monitoração de OAE,Target_2605,improving
INV-002606,Monitoração de Sinalização Horizontal - Zebrados,Target_2606,stable
INV-002607,Monitoração de Drenagem Profunda,Target_2607,stable
INV-002608,Monitoração de Drenagem Profunda,Target_2608,critical
INV-002609,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2609,degrading
INV-002610,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2610,critical
INV-002611,Monitoração de Sinalização Vertical,Target_2611,stable
INV-002612,Monitoração de Sinalização Vertical,Target_2612,stable
INV-002613,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2613,degrading
INV-002614,Monitoração de Sinalização Horizontal - Zebrados,Target_2614,improving
INV-002615,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2615,critical
INV-002616,Monitoração de Terraplenos e Estruturas de Contenção,Target_2616,stable
INV-002617,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2617,improving
INV-002618,Monitoração de Terraplenos e Estruturas de Contenção,Target_2618,improving
INV-002619,Monitoração de Sinalização Horizontal - Zebrados,Target_2619,improving
INV-002620,Monitoração de Drenagem Profunda,Target_2620,stable
INV-002621,Monitoração de OAE,Target_2621,stable
INV-002622,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2622,degrading
INV-002623,Monitoração de Sinalização Vertical,Target_2623,improving
INV-002624,Monitoração de Drenagem Profunda,Target_2624,critical
INV-002625,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2625,degrading
INV-002626,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2626,improving
INV-002627,Monitoração de Sinalização Vertical,Target_2627,critical
INV-002628,Monitoração de Sinalização Horizontal - Zebrados,Target_2628,critical
INV-002629,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2629,degrading
INV-002630,Monitoração de OAE,Target_2630,improving
INV-002631,Monitoração de Terraplenos e Estruturas de Contenção,Target_2631,stable
INV-002632,Monitoração de Terraplenos e Estruturas de Contenção,Target_2632,degrading
INV-002633,Monitoração de Sinalização Horizontal - Zebrados,Target_2633,degrading
INV-002634,Monitoração de Sinalização Vertical,Target_2634,degrading
INV-002635,Monitoração de Sinalização Horizontal - Zebrados,Target_2635,critical
INV-002636,Monitoração de OAE,Target_2636,improving
INV-002637,Monitoração de Terraplenos e Estruturas de Contenção,Target_2637,stable
INV-002638,Monitoração de OAE,Target_2638,improving
INV-002639,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2639,degrading
INV-002640,Monitoração de Sinalização Horizontal - Zebrados,Target_2640,critical
INV-002641,Monitoração de Terraplenos e Estruturas de Contenção,Target_2641,critical
INV-002642,Monitoração de Drenagem Profunda,Target_2642,degrading
INV-002643,Monitoração de Terraplenos e Estruturas de Contenção,Target_2643,critical
INV-002644,Monitoração de Drenagem Profunda,Target_2644,improving
INV-002645,Monitoração de Sinalização Horizontal - Zebrados,Target_2645,critical
INV-002646,Monitoração de OAE,Target_2646,improving
INV-002647,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2647,improving
INV-002648,Monitoração de OAE,Target_2648,critical
INV-002649,Monitoração de OAE,Target_2649,degrading
INV-002650,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2650,improving
INV-002651,Monitoração de Sinalização Vertical,Target_2651,stable
INV-002652,Monitoração de OAE,Target_2652,improving
INV-002653,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2653,critical
INV-002654,Monitoração de Sinalização Horizontal - Zebrados,Target_2654,improving
INV-002655,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2655,stable
INV-002656,Monitoração de Terraplenos e Estruturas de Contenção,Target_2656,stable
INV-002657,Monitoração de Drenagem Profunda,Target_2657,stable
INV-002658,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2658,degrading
INV-002659,Monitoração de OAE,Target_2659,stable
INV-002660,Monitoração de Sinalização Vertical,Target_2660,degrading
INV-002661,Monitoração de Sinalização Horizontal - Zebrados,Target_2661,stable
INV-002662,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2662,stable
INV-002663,Monitoração de OAE,Target_2663,improving
INV-005977,Monitoração de Sinalização Vertical,Target_2664,critical
INV-002665,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2665,stable
INV-002666,Monitoração de Sinalização Horizontal - Zebrados,Target_2666,critical
INV-002667,Monitoração de Sinalização Horizontal - Zebrados,Target_2667,degrading
INV-002668,Monitoração de Drenagem Profunda,Target_2668,critical
INV-002669,Monitoração de Sinalização Horizontal - Zebrados,Target_2669,critical
,Monitoração de Sinalização Vertical,Target_2670,stable
INV-002671,Monitoração de OAE,Target_2671,critical
INV-002672,Monitoração de Sinalização Horizontal - Zebrados,Target_2672,stable
INV-002673,Monitoração de Sinalização Horizontal - Zebrados,Target_2673,degrading
INV-002674,Monitoração de OAE,Target_2674,stable
INV-002675,Monitoração de OAE,Target_2675,critical
INV-002676,Monitoração de Sinalização Vertical,Target_2676,improving
INV-004010,Monitoração de Sinalização Horizontal - Zebrados,Target_2677,degrading
INV-002678,Monitoração de Sinalização Vertical,Target_2678,stable
INV-002679,Monitoração de Sinalização Horizontal - Zebrados,Target_2679,critical
INV-002680,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2680,degrading
INV-002681,Monitoração de Terraplenos e Estruturas de Contenção,Target_2681,degrading
INV-002682,Monitoração de Sinalização Horizontal - Zebrados,Target_2682,degrading
INV-002683,Monitoração de Drenagem Profunda,Target_2683,stable
INV-002684,Monitoração de Terraplenos e Estruturas de Contenção,Target_2684,improving
INV-002685,Monitoração de Terraplenos e Estruturas de Contenção,Target_2685,degrading
INV-002686,Monitoração de Drenagem Profunda,Target_2686,improving
INV-002687,Monitoração de Drenagem Profunda,Target_2687,stable
INV-002688,Monitoração de Drenagem Profunda,Target_2688,critical
INV-002689,Monitoração de Sinalização Vertical,Target_2689,critical
INV-002690,Monitoração de Terraplenos e Estruturas de Contenção,Target_2690,critical
INV-002691,Monitoração de Sinalização Horizontal - Zebrados,Target_2691,degrading
INV-002692,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2692,improving
INV-002693,Monitoração de Sinalização Vertical,Target_2693,stable
INV-002694,Monitoração de OAE,Target_2694,improving
INV-002695,Monitoração de Terraplenos e Estruturas de Contenção,Target_2695,degrading
INV-002696,Monitoração de Sinalização Horizontal - Zebrados,Target_2696,stable
INV-002697,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2697,improving
INV-002698,Monitoração de Sinalização Horizontal - Zebrados,Target_2698,improving
INV-002699,Monitoração de Sinalização Vertical,Target_2699,critical
INV-002700,Monitoração de Drenagem Profunda,Target_2700,improving
INV-002701,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2701,improving
INV-002702,Monitoração de Sinalização Vertical,Target_2702,degrading
INV-002703,Monitoração de Sinalização Horizontal - Zebrados,Target_2703,stable
INV-002704,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2704,critical
INV-002705,Monitoração de Sinalização Vertical,Target_2705,degrading
INV-002706,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2706,improving
INV-002707,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2707,stable
INV-002708,Monitoração de OAE,Target_2708,critical
INV-002709,Monitoração de Terraplenos e Estruturas de Contenção,Target_2709,critical
INV-002710,Monitoração de Terraplenos e Estruturas de Contenção,Target_2710,stable
INV-002711,Monitoração de Sinalização Vertical,Target_2711,improving
INV-002712,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2712,stable
INV-002713,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2713,critical
INV-002714,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2714,improving
INV-002715,Monitoração de Drenagem Profunda,Target_2715,improving
INV-002716,Monitoração de Sinalização Vertical,Target_2716,improving
INV-002717,Monitoração de Drenagem Profunda,Target_2717,stable
INV-002718,Monitoração de OAE,Target_2718,stable
INV-002719,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2719,improving
INV-002720,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2720,degrading
INV-002721,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2721,critical
INV-002722,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2722,improving
INV-002723,Monitoração de OAE,Target_2723,stable
INV-002724,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2724,stable
INV-002725,Monitoração de Sinalização Horizontal - Zebrados,Target_2725,critical
INV-002726,Monitoração de OAE,Target_2726,critical
INV-002727,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2727,degrading
INV-002728,Monitoração de Terraplenos e Estruturas de Contenção,Target_2728,stable
INV-002729,Monitoração de Sinalização Vertical,Target_2729,degrading
INV-002730,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2730,critical
INV-002731,Monitoração de Sinalização Vertical,Target_2731,stable
INV-002732,Monitoração de Terraplenos e Estruturas de Contenção,Target_2732,critical
INV-002733,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2733,stable
INV-002734,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2734,degrading
INV-002735,Monitoração de OAE,Target_2735,improving
INV-002736,Monitoração de Terraplenos e Estruturas de Contenção,Target_2736,degrading
INV-002737,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2737,critical
INV-002738,Monitoração de Sinalização Horizontal - Zebrados,Target_2738,critical
INV-002739,Monitoração de Sinalização Horizontal - Zebrados,Target_2739,improving
INV-002740,Monitoração de Drenagem Profunda,Target_2740,improving
INV-002741,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2741,improving
INV-002742,Monitoração de OAE,Target_2742,critical
,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2743,degrading
INV-002744,Monitoração de Drenagem Profunda,Target_2744,improving
INV-002745,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2745,stable
INV-002746,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2746,critical
INV-002747,Monitoração de OAE,Target_2747,critical
INV-002748,Monitoração de OAE,Target_2748,degrading
INV-002749,Monitoração de Drenagem Profunda,Target_2749,degrading
INV-002750,Monitoração de Drenagem Profunda,Target_2750,improving
INV-002751,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2751,critical
INV-002752,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2752,stable
INV-002753,Monitoração de Terraplenos e Estruturas de Contenção,Target_2753,improving
INV-002754,Monitoração de Sinalização Horizontal - Zebrados,Target_2754,degrading
INV-002755,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2755,stable
INV-002756,Monitoração de OAE,Target_2756,degrading
INV-002757,Monitoração de Terraplenos e Estruturas de Contenção,Target_2757,improving
INV-002758,Monitoração de OAE,Target_2758,stable
INV-002759,Monitoração de Terraplenos e Estruturas de Contenção,Target_2759,degrading
INV-002760,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2760,critical
INV-002761,Monitoração de Sinalização Horizontal - Zebrados,Target_2761,critical
INV-002762,Monitoração de Sinalização Vertical,Target_2762,improving
INV-002763,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2763,stable
INV-002764,Monitoração de OAE,Target_2764,degrading
INV-002765,Monitoração de Terraplenos e Estruturas de Contenção,Target_2765,degrading
INV-002766,Monitoração de OAE,Target_2766,critical
INV-002767,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2767,improving
INV-002768,Monitoração de Sinalização Horizontal - Zebrados,Target_2768,stable
INV-002769,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2769,critical
INV-002770,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2770,critical
INV-002771,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2771,critical
INV-002772,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2772,degrading
INV-002773,Monitoração de Drenagem Profunda,Target_2773,improving
INV-002774,Monitoração de Drenagem Profunda,Target_2774,critical
INV-002775,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2775,critical
INV-002776,Monitoração de Sinalização Horizontal - Zebrados,Target_2776,degrading
INV-002777,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2777,stable
INV-002778,Monitoração de OAE,Target_2778,stable
INV-002779,Monitoração de OAE,Target_2779,stable
INV-002780,Monitoração de Sinalização Horizontal - Zebrados,Target_2780,degrading
INV-002781,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2781,degrading
INV-002782,Monitoração de Drenagem Profunda,Target_2782,improving
INV-002783,Monitoração de Drenagem Profunda,Target_2783,stable
INV-002784,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2784,degrading
INV-002785,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2785,stable
INV-002786,Monitoração de Sinalização Horizontal - Zebrados,Target_2786,improving
INV-002787,Monitoração de Terraplenos e Estruturas de Contenção,Target_2787,critical
INV-002788,Monitoração de Sinalização Vertical,Target_2788,stable
INV-002789,Monitoração de Sinalização Vertical,Target_2789,critical
INV-002790,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2790,critical
INV-002791,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2791,improving
INV-002792,Monitoração de Sinalização Horizontal - Zebrados,Target_2792,improving
INV-002793,Monitoração de Drenagem Profunda,Target_2793,critical
INV-002794,Monitoração de Terraplenos e Estruturas de Contenção,Target_2794,stable
INV-002795,Monitoração de Drenagem Profunda,Target_2795,critical
INV-002796,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2796,degrading
INV-002797,Monitoração de OAE,Target_2797,degrading
INV-002798,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2798,degrading
INV-002799,Monitoração de Sinalização Vertical,Target_2799,degrading
INV-002800,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2800,improving
INV-002801,Monitoração de Terraplenos e Estruturas de Contenção,Target_2801,stable
INV-002802,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2802,improving
INV-002803,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2803,degrading
INV-002804,Monitoração de Drenagem Profunda,Target_2804,critical
INV-002805,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2805,degrading
INV-002806,Monitoração de Drenagem Profunda,Target_2806,critical
INV-002807,Monitoração de Sinalização Horizontal - Zebrados,Target_2807,stable
INV-002808,Monitoração de Sinalização Horizontal - Zebrados,Target_2808,degrading
INV-002809,Monitoração de OAE,Target_2809,degrading
INV-002810,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2810,degrading
INV-002811,Monitoração de Sinalização Horizontal - Zebrados,Target_2811,degrading
INV-002812,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2812,stable
INV-002813,Monitoração de Drenagem Profunda,Target_2813,degrading
INV-002814,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2814,critical
INV-002815,Monitoração de Sinalização Horizontal - Zebrados,Target_2815,stable
INV-002816,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2816,improving
INV-002817,Monitoração de Terraplenos e Estruturas de Contenção,Target_2817,degrading
INV-002818,Monitoração de Sinalização Horizontal - Zebrados,Target_2818,degrading
INV-002819,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2819,critical
INV-002820,Monitoração de Terraplenos e Estruturas de Contenção,Target_2820,stable
INV-002821,Monitoração de Sinalização Horizontal - Zebrados,Target_2821,degrading
INV-002822,Monitoração de Sinalização Vertical,Target_2822,stable
INV-002823,Monitoração de Sinalização Horizontal - Zebrados,Target_2823,stable
INV-002824,Monitoração de Drenagem Profunda,Target_2824,critical
INV-002825,Monitoração de OAE,Target_2825,critical
INV-002826,Monitoração de Drenagem Profunda,Target_2826,improving
INV-002827,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2827,degrading
INV-002828,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2828,degrading
INV-002829,Monitoração de Terraplenos e Estruturas de Contenção,Target_2829,improving
INV-002830,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2830,critical
INV-002831,Monitoração de Sinalização Horizontal - Zebrados,Target_2831,critical
INV-002832,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2832,stable
INV-002833,Monitoração de Terraplenos e Estruturas de Contenção,Target_2833,critical
INV-002834,Monitoração de OAE,Target_2834,stable
INV-002835,Monitoração de OAE,Target_2835,improving
INV-002836,Monitoração de Sinalização Horizontal - Zebrados,Target_2836,stable
INV-002837,Monitoração de Sinalização Horizontal - Zebrados,Target_2837,improving
INV-002838,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2838,improving
INV-002839,Monitoração de Sinalização Horizontal - Zebrados,Target_2839,improving
INV-002840,Monitoração de Drenagem Profunda,Target_2840,improving
INV-002841,Monitoração de Drenagem Profunda,Target_2841,critical
INV-002842,Monitoração de Drenagem Profunda,Target_2842,degrading
INV-002843,Monitoração de OAE,Target_2843,improving
INV-002844,Monitoração de Sinalização Vertical,Target_2844,stable
INV-002845,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2845,degrading
INV-002846,Monitoração de Terraplenos e Estruturas de Contenção,Target_2846,stable
INV-002847,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2847,stable
INV-002848,Monitoração de Sinalização Horizontal - Zebrados,Target_2848,stable
INV-002849,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2849,improving
INV-002850,Monitoração de OAE,Target_2850,degrading
INV-002851,Monitoração de Sinalização Horizontal - Zebrados,Target_2851,improving
INV-002852,Monitoração de Sinalização Horizontal - Zebrados,Target_2852,critical
INV-002853,Monitoração de OAE,Target_2853,improving
INV-002854,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2854,stable
INV-002855,Monitoração de Sinalização Horizontal - Zebrados,Target_2855,critical
INV-002856,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2856,degrading
INV-002857,Monitoração de OAE,Target_2857,improving
INV-002858,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2858,critical
INV-002859,Monitoração de Sinalização Horizontal - Zebrados,Target_2859,improving
INV-002860,Monitoração de Sinalização Vertical,Target_2860,improving
INV-002861,Monitoração de Terraplenos e Estruturas de Contenção,Target_2861,improving
INV-002862,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2862,stable
INV-002863,Monitoração de Sinalização Horizontal - Zebrados,Target_2863,stable
INV-002864,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2864,stable
INV-002865,Monitoração de Sinalização Horizontal - Zebrados,Target_2865,degrading
INV-002866,Monitoração de Terraplenos e Estruturas de Contenção,Target_2866,improving
INV-002867,Monitoração de Sinalização Horizontal - Zebrados,Target_2867,improving
INV-002868,Monitoração de Sinalização Horizontal - Zebrados,Target_2868,improving
INV-002869,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2869,improving
INV-002870,Monitoração de Sinalização Vertical,Target_2870,degrading
INV-002871,Monitoração de Sinalização Horizontal - Zebrados,Target_2871,improving
INV-002872,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2872,degrading
INV-002873,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2873,critical
INV-002874,Monitoração de Terraplenos e Estruturas de Contenção,Target_2874,stable
INV-002875,Monitoração de Drenagem Profunda,Target_2875,stable
INV-002876,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2876,degrading
INV-002877,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2877,stable
INV-002878,Monitoração de Sinalização Vertical,Target_2878,stable
INV-002879,Monitoração de Drenagem Profunda,Target_2879,degrading
INV-002880,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2880,degrading
INV-002881,Monitoração de Sinalização Horizontal - Zebrados,Target_2881,critical
INV-002882,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2882,stable
INV-002883,Monitoração de Terraplenos e Estruturas de Contenção,Target_2883,stable
INV-002884,Monitoração de Sinalização Vertical,Target_2884,improving
INV-002885,Monitoração de Terraplenos e Estruturas de Contenção,Target_2885,
INV-002886,Monitoração de Sinalização Vertical,Target_2886,critical
INV-002887,Monitoração de Sinalização Vertical,Target_2887,degrading
INV-002888,Monitoração de Drenagem Profunda,Target_2888,degrading
INV-002889,Monitoração de Sinalização Horizontal - Zebrados,Target_2889,stable
INV-002890,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_2890,degrading
INV-002891,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_2891,degrading
INV-002892,Monitoração de Sinalização Vertical,Target_2892,critical
